,PassengerId,Pclass,Age,SibSp,Parch,Fare,Pclass_bin,Age_bin,SibSp_bin,Parch_bin,Fare_bin,Pclass_bin_0,Pclass_bin_4,Pclass_bin_9,Age_bin_0,Age_bin_1,Age_bin_2,Age_bin_3,Age_bin_4,Age_bin_5,Age_bin_6,Age_bin_7,Age_bin_8,Age_bin_9,SibSp_bin_0,SibSp_bin_1,SibSp_bin_2,SibSp_bin_3,SibSp_bin_4,SibSp_bin_6,SibSp_bin_9,Parch_bin_0,Parch_bin_1,Parch_bin_3,Parch_bin_4,Parch_bin_6,Parch_bin_8,Parch_bin_9,Fare_bin_0,Fare_bin_1,Fare_bin_2,Fare_bin_3,Fare_bin_4,Fare_bin_5,Fare_bin_9,Sex_int,Embarked_int,Embarked_C,Embarked_Q,Embarked_S,Embarked_C-Pclass_bin_0,Embarked_C-Pclass_bin_9,Embarked_C-Age_bin_2,Embarked_C-Age_bin_3,Embarked_C-Age_bin_4,Embarked_C-SibSp_bin_0,Embarked_C-SibSp_bin_1,Embarked_C-Parch_bin_0,Embarked_C-Parch_bin_1,Embarked_C-Fare_bin_0,Embarked_C-Fare_bin_1,Embarked_Q-Pclass_bin_9,Embarked_Q-Age_bin_3,Embarked_Q-SibSp_bin_0,Embarked_Q-Parch_bin_0,Embarked_Q-Fare_bin_0,Embarked_S-Pclass_bin_0,Embarked_S-Pclass_bin_4,Embarked_S-Pclass_bin_9,Embarked_S-Age_bin_0,Embarked_S-Age_bin_1,Embarked_S-Age_bin_2,Embarked_S-Age_bin_3,Embarked_S-Age_bin_4,Embarked_S-Age_bin_5,Embarked_S-Age_bin_6,Embarked_S-Age_bin_7,Embarked_S-SibSp_bin_0,Embarked_S-SibSp_bin_1,Embarked_S-SibSp_bin_2,Embarked_S-Parch_bin_0,Embarked_S-Parch_bin_1,Embarked_S-Parch_bin_3,Embarked_S-Fare_bin_0,Embarked_S-Fare_bin_1,Pclass_bin_0-Age_bin_2,Pclass_bin_0-Age_bin_3,Pclass_bin_0-Age_bin_4,Pclass_bin_0-Age_bin_5,Pclass_bin_0-Age_bin_6,Pclass_bin_0-SibSp_bin_0,Pclass_bin_0-SibSp_bin_1,Pclass_bin_0-Parch_bin_0,Pclass_bin_0-Parch_bin_1,Pclass_bin_0-Parch_bin_3,Pclass_bin_0-Fare_bin_0,Pclass_bin_0-Fare_bin_1,Pclass_bin_0-Fare_bin_2,Pclass_bin_4-Age_bin_2,Pclass_bin_4-Age_bin_3,Pclass_bin_4-Age_bin_4,Pclass_bin_4-SibSp_bin_0,Pclass_bin_4-SibSp_bin_1,Pclass_bin_4-Parch_bin_0,Pclass_bin_4-Parch_bin_1,Pclass_bin_4-Fare_bin_0,Pclass_bin_9-Age_bin_0,Pclass_bin_9-Age_bin_1,Pclass_bin_9-Age_bin_2,Pclass_bin_9-Age_bin_3,Pclass_bin_9-Age_bin_4,Pclass_bin_9-Age_bin_5,Pclass_bin_9-SibSp_bin_0,Pclass_bin_9-SibSp_bin_1,Pclass_bin_9-SibSp_bin_4,Pclass_bin_9-Parch_bin_0,Pclass_bin_9-Parch_bin_1,Pclass_bin_9-Parch_bin_3,Pclass_bin_9-Fare_bin_0,Age_bin_0-Parch_bin_1,Age_bin_0-Parch_bin_3,Age_bin_0-Fare_bin_0,Age_bin_1-SibSp_bin_0,Age_bin_1-Parch_bin_0,Age_bin_1-Fare_bin_0,Age_bin_2-SibSp_bin_0,Age_bin_2-SibSp_bin_1,Age_bin_2-Parch_bin_0,Age_bin_2-Parch_bin_1,Age_bin_2-Parch_bin_3,Age_bin_2-Fare_bin_0,Age_bin_2-Fare_bin_1,Age_bin_3-SibSp_bin_0,Age_bin_3-SibSp_bin_1,Age_bin_3-Parch_bin_0,Age_bin_3-Fare_bin_0,Age_bin_3-Fare_bin_1,Age_bin_4-SibSp_bin_0,Age_bin_4-SibSp_bin_1,Age_bin_4-Parch_bin_0,Age_bin_4-Fare_bin_0,Age_bin_5-SibSp_bin_0,Age_bin_5-SibSp_bin_1,Age_bin_5-Parch_bin_0,Age_bin_5-Fare_bin_0,Age_bin_6-SibSp_bin_0,Age_bin_6-Parch_bin_0,Age_bin_6-Fare_bin_0,Age_bin_7-SibSp_bin_0,Age_bin_7-Parch_bin_0,SibSp_bin_0-Parch_bin_0,SibSp_bin_0-Parch_bin_1,SibSp_bin_0-Parch_bin_3,SibSp_bin_0-Fare_bin_0,SibSp_bin_0-Fare_bin_1,SibSp_bin_1-Parch_bin_0,SibSp_bin_1-Parch_bin_1,SibSp_bin_1-Parch_bin_3,SibSp_bin_1-Fare_bin_0,SibSp_bin_1-Fare_bin_1,SibSp_bin_2-Fare_bin_0,SibSp_bin_4-Fare_bin_0,Parch_bin_0-Fare_bin_0,Parch_bin_0-Fare_bin_1,Parch_bin_1-Fare_bin_0,Parch_bin_1-Fare_bin_1,Parch_bin_3-Fare_bin_0,Survived,Survived_pred
10,255,3.0,41.0,0.0,2.0,20.2125,9,5,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11,417,2.0,34.0,1.0,1.0,32.5,4,4,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
12,258,1.0,30.0,0.0,0.0,86.5,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
13,828,2.0,1.0,0.0,2.0,37.0042,4,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
14,263,1.0,52.0,1.0,1.0,79.65,0,6,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
15,369,3.0,32.2,0.0,0.0,7.75,9,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
16,770,3.0,32.0,0.0,0.0,8.3625,9,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,240,2.0,33.0,0.0,0.0,12.275,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18,68,3.0,19.0,0.0,0.0,8.1583,9,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19,384,1.0,35.0,1.0,0.0,52.0,0,4,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
20,484,3.0,63.0,0.0,0.0,9.5875,9,7,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
21,565,3.0,32.2,0.0,0.0,8.05,9,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,468,1.0,56.0,0.0,0.0,26.55,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,599,3.0,32.2,0.0,0.0,7.225,9,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,205,3.0,18.0,0.0,0.0,8.05,9,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
